date,home_team,away_team,elo_home,elo_away,elo_diff,form_home_pts,form_away_pts,form_diff,weighted_form_home,weighted_form_away,gf_home_last_n,ga_home_last_n,gf_away_last_n,ga_away_last_n,attack_home,defense_home,attack_away,defense_away,neutral,tournament_weight,home_score,away_score,result
2001-02-12,Armenia,Uzbekistan,,1459.0,,2.0,3.0,-1.1481584014346924,1.6724094113806343,2.8205678128153266,4.0,7.0,6.0,17.0,0.5926,1.1111,1.6667,1.3333,1,1.0,2,0,H
2001-02-12,China,Sweden,,1827.0,,2.0,6.0,-4.610662988655987,2.2823301899224475,6.892993178578434,2.0,8.0,5.0,3.0,0.8889,0.8519,0.6296,0.5185,1,1.5,2,2,D
2001-02-12,Mongolia,Bangladesh,,,,0.0,1.0,-1.2072269203820774,0.0,1.2072269203820774,1.0,17.0,1.0,10.0,0.6628,4.6784,0.6667,1.1111,1,4.0,0,3,A
2001-02-12,Saudi Arabia,Vietnam,1678.0,,,12.0,7.0,5.720921218634958,13.289239143728901,7.568317925093943,13.0,2.0,8.0,6.0,1.5185,0.6296,1.7037,0.5926,0,4.0,5,0,H
2001-02-12,Thailand,Qatar,,1495.0,,10.0,6.0,1.9950267398566366,8.46929130968235,6.474264569825713,14.0,11.0,4.0,5.0,1.5926,1.2593,1.1852,0.7037,0,1.5,1,3,A
2001-02-14,Georgia,Ukraine,,,,4.0,9.0,-5.790837385954833,4.191934379903265,9.982771765858098,5.0,5.0,6.0,7.0,0.7037,1.037,1.037,0.5556,0,1.0,0,0,D
2001-02-14,Israel,Moldova,,,,9.0,4.0,5.434888346720362,9.181658817527193,3.7467704708068315,8.0,5.0,1.0,4.0,1.3704,1.0741,0.5926,1.0,0,1.0,1,0,H
2001-02-14,Sweden,Qatar,1827.0,1495.0,332.0,6.0,8.0,-2.7741139305694924,6.474264569825713,9.248378500395205,6.0,4.0,7.0,6.0,0.7037,0.5926,1.2963,0.7037,1,1.5,0,0,D
2001-02-14,Thailand,China,,,,7.0,3.0,1.9359582209092512,5.263548809528618,3.3275905886193664,11.0,13.0,4.0,9.0,1.5185,1.2963,0.8889,0.9259,0,1.5,1,5,A
2001-02-14,United Arab Emirates,Morocco,,1662.0,,5.0,5.0,-1.870801471655608,3.7071033110220517,5.57790478267766,5.0,8.0,4.0,6.0,1.1852,1.037,0.5926,0.6296,0,1.5,1,1,D
2001-02-15,Azerbaijan,Uzbekistan,,1459.0,,0.0,3.0,-2.196660421326576,0.0,2.196660421326576,2.0,9.0,5.0,11.0,0.4815,1.4815,1.6296,1.3704,1,1.0,1,2,A
2001-02-15,Bangladesh,Vietnam,,,,4.0,4.0,1.028649387294534,5.590519419379208,4.561870032084674,4.0,9.0,3.0,11.0,0.7778,1.1111,1.7037,0.6296,1,4.0,0,4,A
2001-02-15,Kuwait,Finland,,,,10.0,7.0,3.0876054622589617,10.38888573790927,7.301280275650308,12.0,7.0,3.0,5.0,1.963,0.7407,0.963,1.0,0,1.0,4,3,H
2001-02-15,Saudi Arabia,Mongolia,1678.0,,,15.0,0.0,15.0,15.0,0.0,18.0,1.0,1.0,18.0,1.7037,0.6296,0.6296,4.5556,0,4.0,6,0,H
2001-02-17,China,Sweden,,1827.0,,5.0,6.0,0.6495879383265919,6.797746339761286,6.148158401434694,9.0,10.0,6.0,4.0,1.0741,0.963,0.6667,0.5926,1,1.5,0,3,A
2001-02-17,Saudi Arabia,Bangladesh,1678.0,,,15.0,4.0,10.646099098411575,15.0,4.353900901588424,23.0,1.0,4.0,11.0,1.8889,0.5926,0.6296,1.2593,0,4.0,6,0,H
2001-02-17,Thailand,Qatar,,1495.0,,4.0,8.0,-5.5417264628078975,2.7669140400836096,8.308640502891507,7.0,14.0,6.0,5.0,1.4815,1.4815,1.1852,0.7037,0,1.5,2,0,H
2001-02-17,Vietnam,Mongolia,,,,7.0,0.0,8.203118101698285,8.203118101698285,0.0,5.0,8.0,1.0,18.0,1.8148,0.6296,0.6296,4.3333,1,4.0,4,0,H
2001-02-18,Oman,Finland,,,,9.0,4.0,6.7386778208139,11.092578722402324,4.353900901588424,10.0,4.0,4.0,8.0,1.037,1.5926,1.037,1.1111,0,1.0,1,2,A
2001-02-19,Bangladesh,Mongolia,,,,4.0,0.0,3.39082143157236,3.39082143157236,0.0,3.0,13.0,0.0,20.0,0.5556,1.4444,0.5926,4.3704,1,4.0,2,2,D
2001-02-19,Saudi Arabia,Vietnam,1678.0,,,15.0,10.0,3.9610750503293914,15.0,11.038924949670609,26.0,0.0,9.0,5.0,2.037,0.5185,1.6296,0.6296,0,4.0,4,0,H
2001-02-19,Saint Kitts and Nevis,Saint Lucia,,,,6.0,12.0,-5.332441617417332,5.0172282341419026,10.349669851559234,15.0,4.0,7.0,3.0,1.6296,1.2963,1.5185,0.8889,0,1.0,2,0,H
2001-02-20,Oman,Finland,,,,9.0,7.0,0.5977574152750087,8.638908995288135,8.041151580013127,11.0,4.0,6.0,8.0,1.037,1.4444,1.037,1.0,0,1.0,0,2,A
2001-02-21,Kuwait,Singapore,,,,10.0,2.0,9.469413541027748,11.408860601852018,1.939447060824269,14.0,10.0,3.0,6.0,2.0741,0.8148,0.6667,0.7407,0,4.0,1,0,H
2001-02-21,Kyrgyzstan,Bahrain,,,,3.0,6.0,-5.451443096771673,2.8205678128153266,8.272010909587,2.0,8.0,4.0,10.0,0.7407,1.6667,0.5556,1.0,1,4.0,1,2,A
2001-02-21,Martinique,Saint Lucia,,,,6.0,9.0,0.7429088708430909,7.470897961256093,6.727989090413002,8.0,12.0,5.0,5.0,1.5185,1.0741,1.4444,0.9259,0,1.0,4,2,H
2001-02-21,Panama,Guatemala,1390.0,,,1.0,6.0,-5.871994955204525,0.5702536187570333,6.4422485739615585,1.0,15.0,8.0,10.0,0.7778,1.3704,1.2593,0.9259,0,1.0,2,2,D
2001-02-23,Libya,Togo,,,,4.0,8.0,-3.8198256027011532,2.650950127209542,6.470775729910695,3.0,9.0,6.0,3.0,1.0,1.3333,0.6667,1.0,0,4.0,3,3,D
2001-02-24,Bahrain,Singapore,,,,9.0,2.0,9.582135832706848,11.092578722402324,1.5104428896954756,6.0,6.0,3.0,6.0,0.6296,0.963,0.6667,0.7037,1,4.0,2,0,H
2001-02-24,Burkina Faso,Zimbabwe,,,,7.0,6.0,1.3561275319309418,5.263548809528618,3.9074212775976758,3.0,4.0,8.0,9.0,0.8148,1.0741,1.3333,0.8148,0,4.0,1,2,A
2001-02-24,Kuwait,Kyrgyzstan,,,,13.0,3.0,11.338899297789037,13.535559719115614,2.196660421326576,11.0,5.0,3.0,9.0,1.8889,0.7778,0.7778,1.6296,0,4.0,2,0,H
2001-02-24,Morocco,Senegal,1662.0,1454.0,208.0,6.0,7.0,-2.2060334368331596,5.8941866621273515,8.100220098960511,5.0,5.0,3.0,2.0,0.5556,0.6296,0.6296,0.7037,0,4.0,0,0,D
2001-02-24,Namibia,Egypt,,1682.0,,1.0,11.0,-8.812174438780529,1.2072269203820774,10.019401359162606,4.0,11.0,8.0,1.0,0.963,1.1111,1.1481,0.3704,0,4.0,1,1,D
2001-02-25,Antigua and Barbuda,Saint Lucia,,,,4.0,6.0,-0.6465503718463204,3.2608709057513554,3.9074212775976758,4.0,15.0,4.0,7.0,0.7037,1.3333,1.4074,1.0,0,1.0,0,1,A
2001-02-25,Cameroon,Zambia,,,,13.0,1.0,11.56951140864286,13.119621458123117,1.5501100494802555,12.0,2.0,2.0,8.0,1.4815,0.4074,0.6296,0.5926,0,4.0,1,0,H
2001-02-25,Cayman Islands,Trinidad & Tobago,,,,4.0,12.0,-7.212820159294217,5.590519419379208,12.803339578673425,3.0,11.0,9.0,8.0,0.7778,1.5185,1.4444,0.7037,0,1.0,0,3,A
2001-02-25,Liberia,Sierra Leone,,,,12.0,4.0,7.987497807281408,12.179432187184673,4.191934379903265,15.0,5.0,4.0,11.0,1.037,1.037,0.6296,1.0741,0,4.0,1,0,H
2001-02-25,Malawi,South Africa,,1666.0,,1.0,11.0,-10.38888573790927,0.732220140442192,11.121105878351463,5.0,12.0,6.0,3.0,0.8148,1.1481,0.9259,0.7037,0,4.0,1,2,A
2001-02-25,Oman,Maldives,,,,9.0,6.0,-0.11621113159411944,6.727989090413002,6.844200222007122,11.0,5.0,4.0,6.0,0.9259,1.4074,0.7407,1.5556,0,1.0,5,0,H
2001-02-25,Sudan,Ghana,,1509.0,,0.0,4.0,-2.7669140400836096,0.0,2.7669140400836096,1.0,9.0,10.0,11.0,0.7407,1.2222,1.1481,0.8889,0,4.0,1,0,H
2001-02-25,Tunisia,DR Congo,1637.0,1449.0,188.0,8.0,10.0,-1.4075448869577016,8.357433459462818,9.76497834642052,7.0,5.0,9.0,5.0,1.2963,0.8519,1.1111,0.7037,0,4.0,6,0,H
2001-02-26,Cyprus,Lithuania,,,,7.0,0.0,8.203118101698285,8.203118101698285,0.0,8.0,8.0,2.0,21.0,1.1111,1.4074,0.6667,1.7037,0,1.5,1,2,A
2001-02-26,Romania,Ukraine,,,,6.0,7.0,-2.1740174409690054,5.818341182472809,7.992358623441814,9.0,10.0,5.0,7.0,1.0,1.1111,0.8889,0.5556,1,1.5,1,0,H
2001-02-27,Algeria,Slovakia,1507.0,,,9.0,11.0,-0.9763675908082075,10.468671330913574,11.445038921721782,9.0,8.0,6.0,1.0,1.1481,0.7778,0.7407,0.6667,0,1.0,1,1,D
2001-02-27,France,Germany,2110.0,1882.0,228.0,9.0,9.0,0.6018183411864424,9.240727336474578,8.638908995288135,8.0,3.0,8.0,6.0,1.5926,0.6667,1.4074,0.8889,0,1.0,1,0,H
2001-02-27,Kuwait,Bahrain,,,,13.0,12.0,0.5702536187570342,13.859492762485935,13.289239143728901,11.0,4.0,8.0,4.0,1.2222,0.7778,0.7037,0.963,0,4.0,0,1,A
2001-02-27,Kyrgyzstan,Singapore,,,,3.0,1.0,0.9785407158289077,1.7107608562710996,0.732220140442192,2.0,8.0,2.0,7.0,0.7778,1.6667,0.6667,0.7778,1,4.0,1,1,D
2001-02-27,Oman,Maldives,,,,9.0,6.0,3.227482933641814,8.557751426038443,5.3302684923966295,12.0,5.0,4.0,8.0,1.1111,1.1481,0.7407,1.7407,0,1.0,2,0,H
2001-02-27,Western Sahara,Basque Country,,,,,15.0,,,15.0,,,19.0,6.0,1.0,1.0,2.1481,1.2593,1,1.0,2,2,D
2001-02-28,Belgium,San Marino,1784.0,,,7.0,0.0,8.67812488163817,8.67812488163817,0.0,7.0,5.0,0.0,21.0,1.2963,1.0,0.037,3.5185,0,4.0,10,1,H
2001-02-28,Bosnia and Herzegovina,Hungary,1548.0,,,7.0,11.0,-4.8966507238274835,6.758530453411251,11.655181177238735,5.0,6.0,12.0,5.0,0.8148,0.8519,1.037,0.7037,0,1.0,1,1,D
2001-02-28,Colombia,Australia,1767.0,1778.0,-11.0,9.0,12.0,-1.3955474729956716,9.982771765858098,11.37831923885377,5.0,5.0,8.0,4.0,0.7778,0.6667,2.2963,0.5185,0,1.0,3,2,H
2001-02-28,Costa Rica,Honduras,,,,10.0,15.0,-5.502059303023115,9.497940696976885,15.0,11.0,5.0,23.0,0.0,1.4074,1.1481,2.2593,0.8148,0,4.0,2,2,D
2001-02-28,Croatia,Austria,1888.0,1719.0,169.0,6.0,8.0,-3.3162916668121305,5.4082870970718755,8.724578763884006,4.0,5.0,9.0,5.0,0.7037,0.8889,1.4074,1.3704,0,1.0,1,0,H
2001-02-28,Cyprus,Ukraine,,,,7.0,7.0,0.1641396467058609,6.388594801229841,6.22445515452398,9.0,8.0,5.0,6.0,1.1481,1.3704,0.7778,0.5185,0,1.5,4,3,H
2001-02-28,England,Spain,1852.0,1962.0,-110.0,2.0,7.0,-4.285008093699711,1.939447060824269,6.22445515452398,3.0,6.0,7.0,8.0,0.963,0.5926,1.3704,0.7407,0,1.0,3,0,H
2001-02-28,Greece,Russia,,,,4.0,13.0,-10.112722291679104,3.7467704708068315,13.859492762485935,2.0,7.0,7.0,1.0,1.1481,0.6296,1.2593,0.7778,0,1.0,3,3,D
2001-02-28,Italy,Argentina,,2005.0,,10.0,13.0,-2.034693899641418,11.824798862844517,13.859492762485935,9.0,4.0,9.0,3.0,1.0,0.5556,1.4074,0.7037,0,1.0,1,2,A
2001-02-28,Jamaica,Trinidad & Tobago,,,,7.0,12.0,-7.83170781665097,5.457531327077931,13.289239143728901,8.0,3.0,8.0,8.0,0.963,0.7407,1.3704,0.7037,0,4.0,1,0,H
2001-02-28,Jordan,Bulgaria,1469.0,,,10.0,11.0,-1.2261770061099355,9.20916261404517,10.435339620155105,5.0,3.0,8.0,2.0,0.9259,0.5556,0.8889,0.7778,0,1.0,0,2,A
2001-02-28,Liechtenstein,Latvia,,,,0.0,6.0,-6.3610910047118665,0.0,6.3610910047118665,2.0,15.0,2.0,6.0,0.1852,2.8889,0.4815,1.2963,0,1.0,0,2,A
2001-02-28,Lithuania,Romania,,,,3.0,9.0,-4.5313286690864265,4.650330148440767,9.181658817527193,3.0,17.0,8.0,7.0,0.5926,1.6667,0.963,1.1111,1,1.5,0,3,A
2001-02-28,Luxembourg,Finland,,,,1.0,9.0,-9.89841771215654,0.5702536187570333,10.468671330913574,2.0,9.0,8.0,8.0,0.2593,1.8889,1.1111,1.0,0,1.0,0,1,A
2001-02-28,North Macedonia,Czechia,,1917.0,,7.0,10.0,-3.96456389024441,5.738555589468504,9.703119479712914,5.0,4.0,7.0,1.0,0.8889,1.1111,1.4815,0.6667,0,1.0,1,1,D
2001-02-28,Malta,Sweden,,1827.0,,1.0,8.0,-7.787179840705785,1.2072269203820774,8.994406761087863,0.0,8.0,9.0,4.0,0.4444,1.3704,0.7407,0.5926,0,1.0,0,3,A
2001-02-28,Netherlands,Turkey,1998.0,1754.0,244.0,8.0,7.0,2.0148412670440683,8.77337172045532,6.758530453411251,8.0,5.0,4.0,7.0,1.5185,0.963,0.8519,0.7407,0,1.0,0,0,D
2001-02-28,Northern Ireland,Norway,,1804.0,,4.0,5.0,-2.294944826623997,4.027794733197404,6.322739559821401,3.0,5.0,5.0,7.0,0.6296,1.1481,0.8148,0.5556,0,1.0,0,4,A
2001-02-28,Portugal,Andorra,2018.0,,,13.0,3.0,11.408860601852018,13.119621458123117,1.7107608562710996,13.0,4.0,5.0,11.0,1.7407,0.5185,0.3333,1.8889,0,4.0,3,0,H
2001-02-28,Slovenia,Uruguay,,1756.0,,9.0,5.0,3.9379626405959236,8.878894121648539,4.9409314810526155,7.0,5.0,5.0,3.0,1.1481,0.963,0.8519,0.7778,0,1.0,0,2,A
2001-02-28,Switzerland,Poland,1712.0,,,6.0,11.0,-5.296880520287088,6.148158401434694,11.445038921721782,10.0,7.0,8.0,3.0,1.1852,0.8519,0.7037,0.7778,1,1.0,0,4,A
2001-02-28,United States,Mexico,1808.0,1824.0,-16.0,10.0,1.0,8.476942473602978,9.20916261404517,0.732220140442192,8.0,2.0,2.0,9.0,1.3704,0.5556,1.4444,0.8148,0,4.0,2,0,H
2001-03-01,Saint Kitts and Nevis,Dominican Republic,,,,9.0,9.0,1.8297623356254409,8.557751426038443,6.727989090413002,17.0,3.0,7.0,5.0,1.6667,1.2593,0.8519,1.5926,1,1.5,2,1,H
2001-03-03,Antigua and Barbuda,Dominican Republic,,,,1.0,6.0,-2.700194357215598,1.2072269203820774,3.9074212775976758,2.0,15.0,7.0,7.0,0.6296,1.2593,0.8889,1.5556,0,1.5,2,3,A
2001-03-03,United States,Brazil,1808.0,2023.0,-215.0,12.0,12.0,-1.425020339819655,11.37831923885377,12.803339578673425,10.0,2.0,15.0,4.0,1.4074,0.4815,1.8889,0.8148,0,1.0,1,2,A
2001-03-04,Antigua and Barbuda,Saint Kitts and Nevis,,,,1.0,9.0,-9.042582494919657,0.9401892709384423,9.982771765858098,4.0,14.0,11.0,4.0,0.7037,1.3333,1.6667,1.0741,0,1.5,2,2,D
2001-03-04,Hong Kong,Palestine,,,,4.0,1.0,1.235754076331214,2.4429809967132914,1.2072269203820774,5.0,9.0,4.0,12.0,0.7037,1.5185,0.6667,1.037,0,4.0,1,1,D
2001-03-04,Qatar,Malaysia,1495.0,,,8.0,6.0,-0.3762148398566474,6.470775729910695,6.8469905697673425,5.0,4.0,6.0,9.0,1.1852,0.7407,1.2963,0.8889,1,4.0,5,1,H
2001-03-06,Guatemala,El Salvador,,,,7.0,6.0,-1.7046726259648413,6.567338283622158,8.272010909587,9.0,10.0,5.0,9.0,1.3333,0.9259,1.2963,1.4074,0,1.0,1,1,D
2001-03-07,Honduras,Peru,,,,13.0,4.0,9.13286586095588,11.899779901039489,2.7669140400836096,19.0,2.0,3.0,8.0,2.1481,0.8519,0.8519,1.0,1,1.0,0,0,D
2001-03-07,Jordan,Hungary,1469.0,,,9.0,9.0,-2.5668432922280378,6.727989090413002,9.29483238264104,4.0,4.0,11.0,5.0,0.9259,0.6296,1.0,0.7407,0,1.0,1,1,D
2001-03-07,Lebanon,Syria,,,,4.0,3.0,2.557019003286709,4.267779859557809,1.7107608562710996,5.0,9.0,2.0,8.0,0.8148,0.7407,0.7037,0.4815,0,1.0,2,2,D
2001-03-07,Mexico,Brazil,1824.0,2023.0,-199.0,1.0,12.0,-12.718985524971867,0.5702536187570333,13.289239143728901,2.0,9.0,14.0,4.0,1.2963,0.8889,1.8889,0.8519,0,1.0,3,3,D
2001-03-08,Hong Kong,Malaysia,,,,2.0,6.0,-3.212077949180043,2.120363668237289,5.332441617417332,5.0,10.0,7.0,12.0,0.7407,1.4074,1.2963,0.9259,0,4.0,0,2,A
2001-03-08,Palestine,Qatar,,1495.0,,2.0,8.0,-5.86713413904412,2.490299320418698,8.357433459462818,4.0,8.0,9.0,5.0,0.7037,1.0,1.3333,0.7778,1,4.0,1,2,A
2001-03-10,Botswana,Eswatini,,,,7.0,11.0,-2.602157170638229,7.417244188524377,10.019401359162606,5.0,6.0,7.0,4.0,0.5926,0.8148,0.8148,1.0741,1,1.0,1,0,H
2001-03-10,DR Congo,Côte d'Ivoire,1449.0,1572.0,-123.0,7.0,12.0,-6.530708690317651,6.272630888355774,12.803339578673425,7.0,11.0,13.0,3.0,1.037,0.8889,1.1481,0.6667,0,4.0,1,2,A
2001-03-10,Kenya,Uganda,,,,10.0,10.0,2.779775895505211,10.714991906300291,7.93521601079508,9.0,5.0,18.0,5.0,0.8889,0.7778,1.5926,1.1111,0,1.0,1,0,H
2001-03-10,Lesotho,Mozambique,,,,5.0,5.0,-1.1906159089796935,5.132123650841708,6.322739559821401,6.0,8.0,2.0,4.0,0.5926,1.037,0.6296,1.0,0,1.0,0,0,D
2001-03-10,Senegal,Namibia,1454.0,,,7.0,2.0,4.924154520345457,7.414453840764155,2.490299320418698,2.0,1.0,5.0,8.0,0.6296,0.7037,0.963,1.1111,0,4.0,4,0,H
2001-03-10,Sierra Leone,Sudan,,,,3.0,3.0,-1.82976233562544,2.8205678128153266,4.650330148440767,2.0,10.0,1.0,7.0,0.6296,1.037,0.7407,1.1852,0,4.0,0,2,A
2001-03-10,Zambia,Libya,,,,1.0,2.0,-1.0751032695403702,1.2072269203820774,2.2823301899224475,2.0,7.0,5.0,12.0,0.5926,0.5926,1.0741,1.2593,0,4.0,2,0,H
2001-03-11,Botswana,Mozambique,,,,9.0,6.0,3.5085071960323857,9.982771765858098,6.474264569825713,5.0,5.0,2.0,2.0,0.5926,0.7778,0.6296,1.0,1,1.0,1,3,A
2001-03-11,Egypt,Algeria,1682.0,1507.0,175.0,9.0,10.0,-1.682233700321964,8.02088577939095,9.703119479712914,6.0,1.0,9.0,7.0,1.1111,0.4074,1.1111,0.8148,0,4.0,5,2,H
2001-03-11,Ghana,Nigeria,1509.0,,,3.0,10.0,-9.698099745580919,1.7107608562710996,11.408860601852018,7.0,9.0,9.0,2.0,1.0741,0.9259,1.3704,0.6296,0,4.0,0,0,D
2001-03-11,Hong Kong,Qatar,,1495.0,,1.0,10.0,-9.507764985918215,1.2072269203820774,10.714991906300291,4.0,11.0,10.0,5.0,0.7407,1.4444,1.2963,0.7778,0,4.0,0,2,A
2001-03-11,Lesotho,Eswatini,,,,5.0,8.0,-1.367877727172921,5.102898002737774,6.470775729910695,5.0,7.0,6.0,5.0,0.5926,0.963,0.7037,1.0741,0,1.0,2,1,H
2001-03-11,Palestine,Malaysia,,,,2.0,6.0,-5.531450900431825,1.939447060824269,7.470897961256093,5.0,8.0,6.0,12.0,0.7037,0.963,1.2963,0.8148,1,4.0,1,0,H
2001-03-11,Togo,Angola,,,,6.0,7.0,-2.7839382195108193,5.257213360502307,8.041151580013127,7.0,6.0,7.0,5.0,0.7778,1.1111,1.1111,0.6296,0,4.0,1,1,D
2001-03-11,Zimbabwe,Malawi,,,,6.0,1.0,5.790837385954833,6.3610910047118665,0.5702536187570333,7.0,10.0,5.0,10.0,1.3704,0.8148,0.8148,1.1852,0,4.0,2,0,H
2001-03-12,Grenada,Dominica,,,,1.0,6.0,-5.6288708642696745,0.732220140442192,6.3610910047118665,6.0,11.0,8.0,11.0,1.6296,1.4074,0.963,1.6296,0,1.5,8,3,H
2001-03-12,Saint Lucia,Saint Vincent and the Grenadines,,,,6.0,0.0,6.3610910047118665,6.3610910047118665,0.0,4.0,7.0,2.0,24.0,1.4074,0.9259,1.6667,1.5556,1,1.5,0,2,A
2001-03-14,Dominica,Saint Vincent and the Grenadines,,,,3.0,3.0,-1.0286493872945348,3.621680761146232,4.650330148440767,9.0,19.0,3.0,17.0,1.037,1.8889,1.5926,1.4815,1,1.5,0,2,A
2001-03-14,Grenada,Saint Lucia,,,,4.0,3.0,1.598903006051568,5.2205837671978,3.621680761146232,13.0,12.0,3.0,9.0,1.8889,1.4815,1.3704,0.963,0,1.5,4,3,H
2001-03-14,Panama,El Salvador,1390.0,,,1.0,7.0,-6.4422485739615585,1.5501100494802555,7.992358623441814,3.0,17.0,5.0,8.0,0.8148,1.4444,1.2963,1.4074,0,1.0,1,0,H
2001-03-16,Dominica,Saint Lucia,,,,3.0,3.0,0.0,2.8205678128153266,2.8205678128153266,9.0,17.0,6.0,12.0,1.0,1.9259,1.4815,1.1111,1,1.5,1,1,D
2001-03-17,Botswana,Malawi,,,,6.0,0.0,6.4422485739615585,6.4422485739615585,0.0,5.0,8.0,4.0,11.0,0.6296,0.8889,0.8148,1.1852,0,1.5,0,1,A
2001-03-18,Dominica,Saint Lucia,,,,4.0,4.0,0.0,3.7467704708068315,3.7467704708068315,9.0,15.0,7.0,11.0,0.963,1.9259,1.4815,1.0741,1,1.5,0,1,A
2001-03-18,Gabon,Mali,,,,7.0,4.0,1.3955474729956716,5.587481852898937,4.191934379903265,10.0,8.0,4.0,6.0,0.8889,1.1111,1.0,1.037,0,1.0,2,0,H
2001-03-19,Egypt,Estonia,1682.0,,,9.0,9.0,-0.9040109510686793,9.564660379844895,10.468671330913574,7.0,3.0,6.0,7.0,1.2593,0.4815,0.9259,0.9259,0,1.0,3,3,D
2001-03-20,Palestine,Hong Kong,,,,5.0,1.0,5.2205837671978,6.160773038136242,0.9401892709384423,6.0,7.0,3.0,11.0,0.7407,0.963,0.7037,1.3333,1,4.0,1,0,H
2001-03-20,Qatar,Malaysia,1495.0,,,10.0,6.0,5.84449115868655,11.662832341159358,5.818341182472809,9.0,4.0,5.0,9.0,1.1852,0.7778,1.0741,0.8519,0,4.0,0,0,D
2001-03-21,Honduras,Chile,,,,11.0,9.0,0.8464170649872003,9.485326060275336,8.638908995288135,15.0,2.0,6.0,3.0,2.0741,0.8519,1.037,0.8889,0,1.0,3,1,H
2001-03-21,Saint Lucia,Martinique,,,,7.0,9.0,-2.900353405819631,7.568317925093943,10.468671330913574,6.0,7.0,11.0,12.0,1.4074,1.037,1.6667,1.1111,0,1.0,1,1,D
2001-03-23,Hong Kong,Malaysia,,,,1.0,7.0,-5.34921857812449,0.732220140442192,6.081438718566682,1.0,8.0,5.0,7.0,0.7037,1.3333,1.037,0.7778,1,4.0,2,1,H
2001-03-23,Libya,Egypt,,1682.0,,2.0,9.0,-6.777480539139111,1.7774805391391109,8.554961078278222,4.0,12.0,10.0,6.0,1.037,1.2593,1.2222,0.5185,0,1.5,2,0,H
2001-03-23,Qatar,Palestine,1495.0,,,10.0,7.0,1.1847879947391995,10.18901904476839,9.00423105002919,9.0,4.0,6.0,6.0,1.1111,0.7037,0.5185,0.9259,0,4.0,2,1,H
2001-03-24,Andorra,Netherlands,,1998.0,,0.0,8.0,-7.938704850710097,0.0,7.938704850710097,3.0,14.0,8.0,5.0,0.3333,1.8519,1.4444,0.8889,1,4.0,0,5,A
2001-03-24,Armenia,Wales,,,,5.0,2.0,3.195466937777659,5.952803907639992,2.757336969862333,5.0,5.0,2.0,9.0,0.6667,1.1111,0.5926,1.3704,0,4.0,2,2,D
2001-03-24,Azerbaijan,Moldova,,,,0.0,4.0,-2.917987776653177,0.0,2.917987776653177,2.0,9.0,1.0,4.0,0.4815,1.4815,0.5556,1.037,0,4.0,0,0,D
2001-03-24,Bosnia and Herzegovina,Austria,1548.0,1719.0,-171.0,8.0,8.0,0.018950085727858834,6.813658859008873,6.794708773281014,5.0,4.0,8.0,4.0,0.8148,0.8148,1.3704,1.3704,0,4.0,1,1,D
2001-03-24,British Virgin Islands,United States Virgin Islands,,,,7.0,1.0,6.844200222007122,7.414453840764155,0.5702536187570333,4.0,3.0,1.0,25.0,1.0,1.7037,0.4233,2.8571,0,1.0,2,0,H
2001-03-24,Bulgaria,Iceland,,,,11.0,6.0,5.626697739248973,11.445038921721782,5.818341182472809,7.0,2.0,4.0,7.0,0.963,0.7037,1.0741,0.7037,0,4.0,2,1,H
2001-03-24,Croatia,Latvia,1888.0,,,6.0,6.0,-0.7420444293835207,7.529966480203479,8.272010909587,3.0,4.0,3.0,6.0,0.7407,0.8519,0.5556,1.2593,0,4.0,4,1,H
2001-03-24,Cyprus,Ireland,,,,9.0,11.0,-2.4735223597115414,9.181658817527193,11.655181177238735,13.0,11.0,10.0,4.0,1.2593,1.4815,1.0741,0.7037,0,4.0,0,4,A
2001-03-24,England,Finland,1852.0,,,5.0,12.0,-6.6425665405371825,6.160773038136242,12.803339578673425,4.0,3.0,9.0,5.0,0.963,0.5556,1.0,0.8889,0,4.0,2,1,H
2001-03-24,France,Japan,2110.0,1795.0,315.0,9.0,10.0,2.5794579289295863,10.514673939724666,7.93521601079508,7.0,2.0,9.0,5.0,1.6296,0.6667,1.8519,0.5556,0,1.0,5,0,H
2001-03-24,Gabon,Kenya,,,,9.0,10.0,-3.105080915120915,8.557751426038443,11.662832341159358,11.0,7.0,7.0,5.0,0.963,1.1111,0.8148,0.7778,0,1.5,1,1,D
2001-03-24,Germany,Albania,1882.0,,,9.0,7.0,-2.276241959616188,6.727989090413002,9.00423105002919,8.0,4.0,6.0,3.0,1.1852,0.8889,0.8519,0.7407,0,4.0,2,1,H
2001-03-24,Hungary,Lithuania,,,,9.0,3.0,4.723138061615037,8.344818822761269,3.621680761146232,11.0,5.0,3.0,19.0,1.0,0.7407,0.5926,1.7037,0,4.0,1,1,D
2001-03-24,Lesotho,Zimbabwe,,,,8.0,6.0,0.35246019931945405,8.624471108906453,8.272010909587,7.0,6.0,6.0,8.0,0.6296,0.9259,1.4074,0.7778,0,1.5,0,1,A
2001-03-24,Luxembourg,Faroe Islands,,,,0.0,5.0,-4.201060176689798,0.0,4.201060176689798,1.0,9.0,4.0,9.0,0.2222,1.8148,0.4074,1.3333,0,4.0,0,2,A
2001-03-24,Madagascar,Namibia,,,,8.0,2.0,4.115390408093926,6.054837468918195,1.939447060824269,7.0,6.0,4.0,10.0,0.9259,0.8148,0.963,1.1481,0,1.5,1,2,A
